foodUp,foodDown,foodLeft,foodRight,ghostUp,ghostDown,ghostLeft,ghostRight,wallUp,wallDown,wallLeft,wallRight,lastAction,labelNextAction 
5,3,-100,2,2.0,0.0,-100,2.0,False,True,True,False,0,0
6,4,4,-100,2.0,0.0,2.0,-100,False,True,False,True,0,0
-100,5,5,8,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,4,4,6,-100,0.0,2.0,2.0,True,True,False,False,2,3
-100,5,5,8,-100,2.0,0.0,2.0,True,False,True,False,3,1
6,4,4,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
5,3,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,1
4,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
3,-100,6,4,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,4,6,-100,-100,2.0,0.0,True,True,False,True,2,2
3,-100,5,6,2.0,-100,2.0,0.0,False,True,False,True,2,0
2,4,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
3,3,2,-100,2.0,0.0,2.0,-100,False,True,False,True,0,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
3,-100,2,4,2.0,-100,2.0,0.0,False,True,False,True,2,2
3,-100,2,3,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,2,3,-100,-100,4.0,2.0,True,True,False,False,2,2
-100,-100,1,3,-100,-100,4.0,2.0,True,True,False,False,2,2
1,2,-100,3,4.0,4.0,-100,2.0,False,False,True,False,2,0
2,1,1,-100,4.0,2.0,4.0,-100,False,False,False,True,0,2
1,-100,1,1,4.0,-100,4.0,2.0,False,True,False,False,2,2
1,1,-100,1,4.0,2.0,-100,2.0,False,False,True,False,2,1
1,2,2,-100,4.0,2.0,4.0,-100,False,False,False,True,1,1
2,1,-100,-100,4.0,2.0,-100,-100,False,False,True,True,1,1
3,-100,2,1,2.0,-100,2.0,0.0,False,True,False,True,1,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,2.0,0.0,True,True,False,True,2,2
1,-100,-100,4,2.0,-100,-100,0.0,False,True,True,True,2,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
2,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,3,-100,1,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,4,1,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,3,1,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,2,3,1,-100,2.0,0.0,2.0,True,False,True,False,3,3
-100,2,3,3,-100,2.0,0.0,2.0,True,False,True,False,3,3
-100,2,4,-100,-100,2.0,0.0,-100,True,False,True,True,3,1
3,1,4,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
2,2,-100,4,0.0,2.0,-100,2.0,True,False,True,False,1,1
3,1,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
3,-100,3,1,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,4,1,-100,-100,2.0,0.0,True,True,False,True,2,2
5,-100,6,3,2.0,-100,2.0,0.0,False,True,False,True,2,0
6,4,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
7,5,2,-100,4.0,2.0,2.0,-100,False,False,False,True,0,0
8,6,-100,6,6.0,4.0,-100,6.0,False,False,True,False,0,3
7,-100,7,5,8.0,-100,6.0,8.0,False,True,False,False,3,0
-100,6,8,6,-100,6.0,6.0,8.0,True,False,False,False,0,3
-100,5,7,-100,-100,6.0,6.0,-100,True,False,False,True,3,1
6,4,6,-100,6.0,6.0,4.0,-100,False,False,False,True,1,1
5,3,-100,6,6.0,8.0,-100,8.0,False,False,True,False,1,1
4,1,-100,-100,6.0,8.0,-100,-100,False,False,True,True,1,1
3,-100,3,1,6.0,-100,6.0,8.0,False,True,False,False,1,3
-100,-100,3,0,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,2,1,-100,-100,4,6,True,True,False,False,3,3
-100,-100,2,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,3
-100,-100,1,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,3
-100,-100,1,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,3,-100,6.0,-100,4.0,-100,False,True,False,True,3,0
1,3,-100,-100,6.0,4.0,-100,-100,False,False,True,True,0,0
1,3,-100,-100,6.0,4.0,-100,-100,False,False,True,True,0,0
2,3,-100,-100,6.0,4.0,-100,-100,False,False,True,True,0,0
-100,3,2,-100,-100,4.0,4.0,-100,True,False,False,True,0,2
-100,-100,2,4,-100,-100,2.0,4.0,True,True,False,False,2,2
-100,-100,1,4,-100,-100,0.0,2.0,True,True,True,False,2,3
-100,-100,2,6,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,7,4,-100,-100,2.0,0.0,-100,True,False,True,True,3,1
6,9,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
7,9,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
9,7,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
9,-100,5,-100,0.0,-100,2.0,-100,True,True,False,True,1,2
-100,-100,3,7,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,5,-100,-100,2.0,0.0,True,True,False,True,2,2
1,-100,2,3,2.0,-100,2.0,0.0,False,True,False,True,2,0
1,2,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
1,2,-100,2,2.0,0.0,-100,2.0,False,True,True,False,0,0
2,2,1,-100,2.0,0.0,2.0,-100,False,True,False,True,0,0
-100,2,1,4,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,2,1,2,-100,2.0,2.0,0.0,True,False,False,True,2,1
2,-100,1,3,0.0,-100,2.0,2.0,True,True,False,False,1,2
2,1,-100,2,0.0,2.0,-100,2.0,True,False,True,False,2,1
1,3,2,-100,0.0,2.0,2.0,-100,True,False,False,True,1,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
3,-100,2,4,2.0,-100,2.0,0.0,False,True,False,True,2,2
3,-100,2,3,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,4.0,2.0,True,True,False,False,2,2
1,2,-100,3,4.0,6.0,-100,4.0,False,False,True,False,2,0
2,1,1,-100,6.0,4.0,6.0,-100,False,False,False,True,0,2
1,-100,1,1,6.0,-100,6.0,4.0,False,True,False,False,2,0
-100,2,1,3,-100,4.0,6.0,4.0,True,False,False,False,0,2
-100,1,2,1,-100,4.0,6.0,4.0,True,False,False,False,2,1
2,1,-100,2,4.0,2.0,-100,2.0,False,False,True,False,1,1
2,2,2,-100,4.0,2.0,4.0,-100,False,False,False,True,1,1
3,1,-100,-100,4.0,2.0,-100,-100,False,False,True,True,1,1
3,-100,2,1,2.0,-100,2.0,0.0,False,True,False,True,1,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,2.0,0.0,True,True,False,True,2,2
1,-100,-100,4,2.0,-100,-100,0.0,False,True,True,True,2,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
2,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,3,-100,1,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,4,4,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,6,3,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,3,4,1,-100,2.0,0.0,2.0,True,False,True,False,3,1
3,4,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,3
1,-100,3,1,2.0,-100,0.0,2.0,False,True,True,False,3,0
-100,2,3,3,-100,0.0,2.0,2.0,True,True,False,False,0,3
-100,2,4,-100,-100,2.0,0.0,-100,True,False,True,True,3,1
3,1,4,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
2,2,-100,4,0.0,2.0,-100,2.0,True,False,True,False,1,1
3,1,-100,-100,2.0,4.0,-100,-100,False,False,True,True,1,1
3,-100,3,1,4.0,-100,4.0,6.0,False,True,False,False,1,3
-100,-100,2,6,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,4,8,-100,-100,4.0,6.0,True,True,False,False,3,2
-100,-100,2,6,-100,-100,2.0,4.0,True,True,False,False,2,2
3,-100,11,4,0.0,-100,2.0,2.0,True,True,False,False,2,2
-100,-100,12,10,-100,-100,2.0,0.0,True,True,False,True,2,2
14,-100,14,11,4.0,-100,4.0,2.0,False,True,False,False,2,3
-100,-100,12,10,-100,-100,4.0,2.0,True,True,False,False,3,3
11,-100,11,9,4.0,-100,4.0,2.0,False,True,False,False,3,3
-100,-100,10,9,-100,-100,4.0,2.0,True,True,False,False,3,3
-100,-100,9,8,-100,-100,4.0,2.0,True,True,False,False,3,3
-100,-100,9,6,-100,-100,4.0,2.0,True,True,False,False,3,3
-100,-100,8,4,-100,-100,4.0,2.0,True,True,False,False,3,3
-100,-100,6,2,-100,-100,4.0,2.0,True,True,False,False,3,3
-100,-100,4,1,-100,-100,4.0,2.0,True,True,False,False,3,3
3,-100,2,3,2.0,-100,4.0,2.0,False,True,False,False,3,0
2,4,-100,-100,2.0,4.0,-100,-100,False,False,True,True,0,0
1,3,3,-100,4.0,4.0,4.0,-100,False,False,False,True,0,0
0,2,-100,2,4.0,2.0,-100,2.0,False,False,True,False,0,0
-100,-100,2,1,-100,-100,4,6,True,True,False,False,0,3
-100,-100,2,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,3
-100,-100,1,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,0
1,1,-100,-100,2.0,4.0,-100,-100,False,False,True,True,0,0
1,2,-100,2,4.0,2.0,-100,4.0,False,False,True,False,0,0
1,2,1,-100,6.0,4.0,4.0,-100,False,False,False,True,0,2
1,-100,1,1,4.0,-100,4.0,4.0,False,True,False,False,2,2
2,1,-100,1,6.0,4.0,-100,4.0,False,False,True,False,2,1
1,3,2,-100,4.0,2.0,4.0,-100,False,False,False,True,1,2
-100,-100,2,1,-100,-100,4.0,2.0,True,True,False,False,2,2
-100,-100,2,3,-100,-100,6.0,4.0,True,True,False,False,2,2
3,-100,2,4,6.0,-100,6.0,4.0,False,True,False,False,2,2
3,-100,2,3,8.0,-100,8.0,6.0,False,True,False,False,2,2
-100,-100,2,3,-100,-100,10.0,8.0,True,True,False,False,2,2
-100,-100,1,3,-100,-100,10.0,8.0,True,True,False,False,2,2
1,2,-100,3,10.0,8.0,-100,8.0,False,False,True,False,2,0
2,1,1,-100,10.0,8.0,10.0,-100,False,False,False,True,0,2
1,-100,1,1,10.0,-100,10.0,8.0,False,True,False,False,2,0
-100,2,1,3,-100,8.0,10.0,8.0,True,False,False,False,0,2
-100,1,2,1,-100,8.0,10.0,8.0,True,False,False,False,2,1
2,1,-100,2,8.0,6.0,-100,6.0,False,False,True,False,1,1
2,2,2,-100,6.0,4.0,6.0,-100,False,False,False,True,1,1
3,1,-100,-100,4.0,2.0,-100,-100,False,False,True,True,1,1
3,-100,2,1,2.0,-100,2.0,0.0,False,True,False,True,1,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,2.0,0.0,True,True,False,True,2,2
1,-100,-100,4,2.0,-100,-100,0.0,False,True,True,True,2,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
2,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,3,-100,1,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,4,4,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,6,3,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,3,4,1,-100,2.0,0.0,2.0,True,False,True,False,3,1
3,4,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,3
1,-100,3,1,0.0,-100,2.0,2.0,True,True,False,False,3,3
3,1,2,-100,2.0,2.0,0.0,-100,False,False,True,True,3,1
1,2,-100,4,0.0,2.0,-100,2.0,True,False,True,False,1,1
2,1,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
3,-100,3,1,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,4,1,-100,-100,2.0,0.0,True,True,False,True,2,2
5,-100,6,3,2.0,-100,2.0,0.0,False,True,False,True,2,0
4,4,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
3,5,2,-100,4.0,2.0,2.0,-100,False,False,False,True,0,0
3,4,-100,2,6.0,4.0,-100,6.0,False,False,True,False,0,3
1,-100,3,1,8.0,-100,6.0,8.0,False,True,False,False,3,0
-100,2,3,6,-100,6.0,6.0,8.0,True,False,False,False,0,3
-100,5,7,-100,-100,6.0,6.0,-100,True,False,False,True,3,1
6,4,6,-100,6.0,6.0,4.0,-100,False,False,False,True,1,1
5,3,-100,6,6.0,8.0,-100,8.0,False,False,True,False,1,1
4,1,-100,-100,6.0,8.0,-100,-100,False,False,True,True,1,1
3,-100,3,1,6.0,-100,6.0,8.0,False,True,False,False,1,3
-100,-100,3,9,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,9,8,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,9,6,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,8,4,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,6,2,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,4,1,-100,-100,6.0,8.0,True,True,False,False,3,3
3,-100,2,3,8.0,-100,6.0,8.0,False,True,False,False,3,0
2,4,-100,-100,10.0,8.0,-100,-100,False,False,True,True,0,0
1,3,3,-100,12.0,10.0,10.0,-100,False,False,False,True,0,0
2,2,-100,1,12.0,10.0,-100,12.0,False,False,True,False,0,0
-100,2,-100,1,-100,10.0,-100,12.0,True,False,True,False,0,3
-100,2,3,1,-100,10.0,10.0,12.0,True,False,False,False,3,3
-100,2,3,1,-100,12.0,10.0,12.0,True,False,False,False,3,3
-100,-100,3,1,-100,-100,12.0,14.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,14.0,16.0,True,True,False,False,3,3
-100,2,3,-100,-100,18.0,16.0,-100,True,False,False,True,3,1
3,2,-100,-100,18.0,18.0,-100,-100,False,False,True,True,1,1
4,2,-100,-100,18.0,18.0,-100,-100,False,False,True,True,1,1
4,2,-100,-100,18.0,18.0,-100,-100,False,False,True,True,1,1
4,-100,2,-100,18.0,-100,16.0,-100,False,True,False,True,1,2
-100,-100,0,4,-100,-100,14.0,16.0,True,True,False,False,2,2
-100,-100,2,1,-100,-100,4,6,True,True,False,False,2,3
-100,-100,2,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,3
-100,-100,1,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,0
1,1,-100,-100,2.0,4.0,-100,-100,False,False,True,True,0,0
1,2,-100,2,4.0,2.0,-100,4.0,False,False,True,False,0,0
1,2,1,-100,6.0,4.0,4.0,-100,False,False,False,True,0,2
1,-100,1,1,4.0,-100,4.0,4.0,False,True,False,False,2,0
-100,2,1,1,-100,4.0,6.0,4.0,True,False,False,False,0,2
-100,1,-100,1,-100,4.0,-100,4.0,True,False,True,False,2,1
2,1,-100,2,4.0,2.0,-100,2.0,False,False,True,False,1,1
2,3,2,-100,4.0,4.0,4.0,-100,False,False,False,True,1,2
-100,-100,2,1,-100,-100,4.0,2.0,True,True,False,False,2,2
-100,-100,2,3,-100,-100,6.0,4.0,True,True,False,False,2,2
3,-100,2,4,8.0,-100,8.0,6.0,False,True,False,False,2,2
3,-100,2,3,8.0,-100,8.0,6.0,False,True,False,False,2,2
-100,-100,2,3,-100,-100,8.0,6.0,True,True,False,False,2,2
-100,-100,1,3,-100,-100,8.0,6.0,True,True,False,False,2,2
1,2,-100,3,8.0,8.0,-100,6.0,False,False,True,False,2,0
2,1,1,-100,8.0,8.0,8.0,-100,False,False,False,True,0,2
1,-100,1,1,10.0,-100,10.0,8.0,False,True,False,False,2,0
-100,2,1,3,-100,10.0,10.0,8.0,True,False,False,False,0,2
-100,1,2,1,-100,10.0,10.0,8.0,True,False,False,False,2,1
2,1,-100,2,10.0,10.0,-100,8.0,False,False,True,False,1,1
2,2,2,-100,10.0,10.0,10.0,-100,False,False,False,True,1,1
3,1,-100,-100,8.0,10.0,-100,-100,False,False,True,True,1,1
3,-100,2,1,8.0,-100,10.0,8.0,False,True,False,False,1,3
-100,-100,2,1,-100,-100,8.0,6.0,True,True,False,False,3,3
3,-100,2,1,4.0,-100,6.0,4.0,False,True,False,False,3,3
-100,-100,1,5,-100,-100,4.0,2.0,True,True,False,False,3,3
-100,-100,3,7,-100,-100,2.0,4.0,True,True,False,False,3,2
-100,-100,1,5,-100,-100,2.0,4.0,True,True,False,False,2,2
3,-100,2,3,0.0,-100,2.0,2.0,True,True,False,False,2,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
3,-100,2,2,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,2.0,0.0,True,True,False,True,2,2
1,-100,-100,4,2.0,-100,-100,0.0,False,True,True,True,2,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
2,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,3,-100,1,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,4,4,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,6,3,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,3,4,1,-100,2.0,0.0,2.0,True,False,True,False,3,1
3,4,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,3
1,-100,3,1,2.0,-100,0.0,2.0,False,True,True,False,3,0
-100,2,3,3,-100,0.0,2.0,2.0,True,True,False,False,0,3
-100,2,4,-100,-100,2.0,0.0,-100,True,False,True,True,3,1
3,1,4,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
2,11,-100,4,0.0,2.0,-100,2.0,True,False,True,False,1,1
10,10,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
11,-100,11,9,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,12,10,-100,-100,2.0,0.0,True,True,False,True,2,2
14,-100,14,11,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,17,12,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,20,14,-100,-100,2.0,0.0,True,True,False,True,2,2
23,-100,-100,17,2.0,-100,-100,0.0,False,True,True,True,2,0
22,20,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
22,23,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
20,22,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,22,-100,17,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,20,15,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,17,13,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,14,15,12,-100,2.0,0.0,2.0,True,False,True,False,3,1
13,16,-100,13,0.0,2.0,-100,2.0,True,False,True,False,1,1
14,14,2,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
16,12,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
14,-100,14,11,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,17,12,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,20,14,-100,-100,2.0,0.0,True,True,False,True,2,2
23,-100,-100,17,2.0,-100,-100,0.0,False,True,True,True,2,0
22,20,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
22,23,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
20,22,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,22,-100,17,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,20,15,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,17,13,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,14,15,12,-100,2.0,0.0,2.0,True,False,True,False,3,1
13,16,-100,13,0.0,2.0,-100,2.0,True,False,True,False,1,3
12,-100,14,11,2.0,-100,0.0,2.0,False,True,True,False,3,0
-100,13,13,13,-100,2.0,2.0,4.0,True,False,False,False,0,2
-100,14,15,12,-100,2.0,2.0,4.0,True,False,False,False,2,3
-100,13,13,13,-100,2.0,2.0,4.0,True,False,False,False,3,2
-100,14,15,12,-100,0.0,2.0,2.0,True,True,False,False,2,3
-100,13,13,13,-100,0.0,2.0,2.0,True,True,False,False,3,2
-100,14,15,12,-100,2.0,2.0,0.0,True,False,False,True,2,1
13,16,-100,13,0.0,2.0,-100,2.0,True,False,True,False,1,3
12,-100,14,11,2.0,-100,0.0,2.0,False,True,True,False,3,0
-100,13,13,13,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,14,15,12,-100,2.0,2.0,0.0,True,False,False,True,2,1
13,16,-100,13,0.0,2.0,-100,2.0,True,False,True,False,1,1
14,14,2,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
16,12,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
14,-100,14,11,2.0,-100,2.0,4.0,False,True,False,False,1,3
-100,-100,12,10,-100,-100,2.0,4.0,True,True,False,False,3,2
14,-100,14,11,0.0,-100,2.0,2.0,True,True,False,False,2,2
-100,-100,17,12,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,20,14,-100,-100,2.0,0.0,True,True,False,True,2,2
23,-100,-100,17,2.0,-100,-100,0.0,False,True,True,True,2,0
22,20,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
22,23,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
20,22,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,22,-100,17,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,20,15,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,17,13,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,14,15,12,-100,2.0,0.0,2.0,True,False,True,False,3,1
13,16,-100,13,0.0,2.0,-100,2.0,True,False,True,False,1,3
12,-100,14,11,0.0,-100,2.0,2.0,True,True,False,False,3,3
13,10,13,-100,0.0,2.0,2.0,-100,True,False,False,True,3,1
11,11,-100,9,0.0,2.0,-100,2.0,True,False,True,False,1,1
10,10,-100,-100,2.0,4.0,-100,-100,False,False,True,True,1,0
11,11,-100,9,2.0,4.0,-100,4.0,False,False,True,False,0,3
-100,-100,10,7,-100,-100,2.0,4.0,True,True,False,False,3,3
-100,-100,9,6,-100,-100,4.0,6.0,True,True,False,False,3,3
8,-100,7,5,8.0,-100,6.0,8.0,False,True,False,False,3,0
8,6,-100,7,8.0,6.0,-100,8.0,False,False,True,False,0,3
7,5,8,-100,8.0,6.0,6.0,-100,False,False,False,True,3,0
-100,7,8,2,-100,6.0,6.0,8.0,True,False,False,False,0,3
-100,-100,7,-100,-100,-100,6.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,4.0,6.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,4.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,6.0,4.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,6.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,6.0,8.0,6.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,6.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,6.0,4.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,4.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,4.0,2.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,4.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,6.0,4.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,4.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,4.0,2.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,4.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,6.0,6.0,4.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,6.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,8.0,8.0,6.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,8.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,8.0,10.0,8.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,10.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,10.0,12.0,10.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,12.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,10.0,12.0,10.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,10.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,8.0,10.0,8.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,8.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,6.0,8.0,6.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,6.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,6.0,4.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,4.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,4.0,4.0,2.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,4.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,6.0,6.0,4.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,6.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,8.0,8.0,6.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,8.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,8.0,10.0,8.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,10.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,10.0,12.0,10.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,12.0,-100,True,True,False,True,3,2
-100,7,8,2,-100,10.0,12.0,10.0,True,False,False,False,2,3
-100,-100,7,-100,-100,-100,10.0,-100,True,True,False,True,3,2
